,Brand,Model,Trim,Manufature Year,Stock Type,Mileage,Dealer Name,Distance,Rating,Review Count,Badge Label,Price
42,Honda,Accord, EX-L,2014,Used,"66,438 mi.",WILKINS BUICK-GMC,6 mi. from 21227,4.7,681 ,Fair Deal,"$18,997"
43,Honda,Accord, Sport,2018,Used,"50,921 mi.",Tate Used Cars,6 mi. from 21227,4.0,13 ,Fair Deal,"$26,400"
44,Nissan,Rogue, S,2020,Nissan Certified,"23,881 mi.",Sheehy Nissan of Glen Burnie,6 mi. from 21227,4.8,985 ,Good Deal,"$25,222"
45,GMC,Terrain, SLT,2019,Used,"47,654 mi.",Sheehy Nissan of Glen Burnie,6 mi. from 21227,4.8,985 ,Great Deal | $357 under,"$28,931"
46,Volkswagen,Atlas, 3.6L SE w/Technology,2019,Used,"31,617 mi.",Heritage Volkswagen Catonsville,6 mi. from 21227,4.8,716 ,"Great Deal | $1,081 under","$33,900"
47,Mazda,CX-5, Touring,2020,Used,"42,113 mi.",Heritage Mazda Catonsville,6 mi. from 21227,4.7,788 ,Great Deal | $875 under,"$29,280"
48,Toyota,Camry, LE,2019,Used,"20,292 mi.",Heritage Toyota Catonsville,6 mi. from 21227,4.6,"1,497 ",Good Deal,"$27,000"
49,Toyota,Tundra, Platinum,2019,Used,"28,653 mi.",Heritage Toyota Catonsville,6 mi. from 21227,4.6,"1,497 ",Great Deal | $496 under,"$49,200"
50,Chevrolet,Silverado, 1500 Custom Trail Boss,2019,Used,"33,332 mi.",JBA Chevrolet Mitsubishi,6 mi. from 21227,4.5,385 ,Great Deal | $403 under,"$38,995"
51,Honda,Pilot, EX,2018,Used,"45,050 mi.",Autoprovit,7 mi. from 21227,5.0,3 ,"Great Deal | $3,470 under","$28,599"
52,Ford,Explorer, XLT,2019,Used,"36,790 mi.",Koons Ford of Baltimore,7 mi. from 21227,4.8,"1,600 ","Great Deal | $1,205 under","$33,000"
53,RAM,1500, Laramie,2020,Used,"19,860 mi.",Koons Ford of Baltimore,7 mi. from 21227,4.8,"1,600 ",Good Deal | $115 under,"$50,000"
54,Chevrolet,Camaro, 1LT,2018,Used,"49,824 mi.",National Motors of Ellicott City,8 mi. from 21227,4.3,418 ,Good Deal,"$26,500"
55,Chevrolet,Malibu, LT,2018,Used,"90,113 mi.",Nissan Ellicott City,8 mi. from 21227,4.4,"1,102 ",Good Deal,"$17,717"
56,Jeep,Cherokee, Limited,2019,Used,"32,282 mi.",CarMax Ellicott City - Now offering Curbside Pickup,8 mi. from 21227,4.5,8 ,Great Deal | $295 under,"$29,998"
57,Lexus,LX, 570 Base,2014,Used,"75,796 mi.",Rich Morton Mazda,9 mi. from 21227,4.6,736 ,Fair Deal,"$46,588"
58,Chevrolet,Corvette, Stingray Z51,2016,Used,"10,642 mi.",Apple Ford Lincoln,9 mi. from 21227,4.5,910 ,Fair Deal,"$61,500"
59,Mazda,CX-9, Touring,2018,Used,"78,422 mi.",Heritage Mazda Catonsville,6 mi. from 21227,4.7,788 ,Good Deal,"$28,371"
60,Mazda,CX-9, Signature,2018,Used,"67,117 mi.",Bob Bell Ford Hyundai,6 mi. from 21227,4.5,618 ,Good Deal,"$32,500"
61,Subaru,Crosstrek, 2.0i Limited,2019,Used,"59,040 mi.",Wilkins Subaru,6 mi. from 21227,5.0,1 ,Good Deal,"$27,815"
62,Chevrolet,Blazer, Premier,2019,Chevrolet Certified,"20,227 mi.",Ourisman Chevrolet Baltimore - Curbside pickup and home delivery available,6 mi. from 21227,3.2,43 ,CPO Warrantied,"$54,300"
63,Mazda,CX-5, Touring,2019,Used,"23,963 mi.",Heritage Mazda Catonsville,6 mi. from 21227,4.7,788 ,Good Deal,"$28,500"
64,Chevrolet,Blazer, Premier,2019,Chevrolet Certified,"40,245 mi.",Ourisman Chevrolet Baltimore - Curbside pickup and home delivery available,6 mi. from 21227,3.2,43 ,Fair Deal,"$43,289"
65,Lexus,GX, 460 Base,2020,Used,"38,064 mi.",Mercedes-Benz of Catonsville,6 mi. from 21227,4.2,412 ,Good Deal,"$53,000"
66,Honda,Civic, Sport,2019,Used,"32,282 mi.",Antwerpen Hyundai of Baltimore,6 mi. from 21227,4.6,"3,023 ",Fair Deal,"$26,500"
67,Subaru,Forester, Premium,2020,Used,"59,913 mi.",Heritage Subaru Catonsville,6 mi. from 21227,4.8,"1,140 ",Good Deal,"$29,900"
68,Honda,Civic, LX,2019,Used,"33,051 mi.",Heritage Mazda Catonsville,6 mi. from 21227,4.7,788 ,Fair Deal,"$24,000"
69,GMC,Terrain, SLT,2019,Used,"36,647 mi.",Sheehy Nissan of Glen Burnie,6 mi. from 21227,4.8,985 ,Good Deal,"$30,888"
70,Ford,F-150, Lariat,2015,Used,"152,334 mi.",Bob Bell Ford Hyundai,6 mi. from 21227,4.5,618 ,Good Deal,"$27,000"
71,Hyundai,Palisade, SEL,2020,Used,"43,932 mi.",Antwerpen Hyundai of Baltimore,6 mi. from 21227,4.6,"3,023 ",Good Deal,"$42,500"
72,Ford,F-150, XLT,2019,Used,"22,100 mi.",Koons Ford of Baltimore,7 mi. from 21227,4.8,"1,600 ",Good Deal,"$42,500"
73,Hyundai,Santa, Fe SE 2.4,2019,Used,"87,997 mi.",Nissan Ellicott City,8 mi. from 21227,4.4,"1,102 ",Good Deal,"$21,757"
74,Audi,Q5, 2.0T Tech Premium,2018,Used,"32,957 mi.",CarMax Ellicott City - Now offering Curbside Pickup,8 mi. from 21227,4.5,8 ,Good Deal,"$39,998"
75,Ford,Fusion, SE,2017,Used,"78,970 mi.",CarMax Ellicott City - Now offering Curbside Pickup,8 mi. from 21227,4.5,8 ,Good Deal,"$19,998"
76,Audi,Q8, 3.0T Premium,2019,Used,"41,798 mi.",National Motors of Ellicott City,8 mi. from 21227,4.3,418 ,Fair Deal,"$65,985"
77,Subaru,Crosstrek, 2.0i Premium,2018,Used,"40,875 mi.",Nissan Ellicott City,8 mi. from 21227,4.4,"1,102 ",Good Deal,"$24,483"
78,Chevrolet,Trax, LS,2019,Chevrolet Certified,"43,228 mi.",Bob Bell Chevrolet,9 mi. from 21227,4.6,398 ,Good Deal,"$19,918"
79,Mercedes-Benz,M-Class, ML 350 4MATIC,2014,Used,"69,500 mi.",Bumble Auto,4 mi. from 21227,5.0,135 ,Home Delivery,"$26,995"
80,Nissan,Murano, S,2019,Nissan Certified,"45,539 mi.",Sheehy Nissan of Glen Burnie,6 mi. from 21227,4.8,985 ,Great Deal | $895 under,"$26,999"
81,Toyota,Tacoma, TRD Off Road,2020,Used,"15,876 mi.",Heritage Toyota Catonsville,6 mi. from 21227,4.6,"1,497 ",Good Deal,"$40,000"
82,Mercedes-Benz,E-Class, E 300,2019,Mercedes-Benz Certified,"27,405 mi.",Mercedes-Benz of Catonsville,6 mi. from 21227,4.2,412 ,Good Deal,"$45,200"
83,Jeep,Cherokee, Limited,2019,Used,"40,163 mi.",Sheehy Nissan of Glen Burnie,6 mi. from 21227,4.8,985 ,"Great Deal | $1,079 under","$27,561"
84,Honda,Fit, EX,2019,Used,"26,328 mi.",Sheehy Nissan of Glen Burnie,6 mi. from 21227,4.8,985 ,Good Deal,"$20,669"
85,Kia,Forte, LX,2018,Used,"31,297 mi.",Heritage Subaru Catonsville,6 mi. from 21227,4.8,"1,140 ",Good Deal,"$17,500"
86,Mazda,CX-9, Touring,2018,Used,"62,922 mi.",Heritage Mazda Catonsville,6 mi. from 21227,4.7,788 ,Great Deal | $918 under,"$28,900"
87,Honda,Accord, EX-L,2014,Used,"97,418 mi.",Autoprovit,7 mi. from 21227,5.0,3 ,Good Deal,"$16,399"
88,Ford,Escape, SE,2020,Used,"11,071 mi.",Koons Ford of Baltimore,7 mi. from 21227,4.8,"1,600 ","Great Deal | $1,260 under","$25,000"
89,Subaru,Crosstrek, 2.0i Premium,2018,Used,"40,875 mi.",Nissan Ellicott City,8 mi. from 21227,4.4,"1,102 ",Good Deal,"$24,483"
90,Toyota,Tacoma, TRD Off Road,2021,Used,"35,705 mi.",EchoPark Automotive Baltimore,8 mi. from 21227,4.8,"2,826 ",Good Deal,"$42,289"
91,Tesla,Model, Y Long Range,2022,Used,"3,896 mi.",Nissan Ellicott City,8 mi. from 21227,4.4,"1,102 ",Good Deal | $544 under,"$77,877"
92,Jeep,Wrangler, Rubicon,2019,Used,"27,302 mi.",CarMax Ellicott City - Now offering Curbside Pickup,8 mi. from 21227,4.5,8 ,Good Deal,"$48,998"
93,Chevrolet,Camaro, 2SS,2018,Used,"46,120 mi.",National Motors of Ellicott City,8 mi. from 21227,4.3,418 ,Good Deal,"$40,985"
94,BMW,M3, M3,2008,Used,"53,956 mi.",Baltimore Auto Group,8 mi. from 21227,4.4,8 ,Good Deal,"$31,998"
95,Honda,Accord, SE,2011,Used,"71,521 mi.",CarMax Ellicott City - Now offering Curbside Pickup,8 mi. from 21227,4.5,8 ,Fair Deal,"$17,998"
96,Chevrolet,Traverse, LS Fleet,2020,Used,"85,994 mi.",Bob Bell Chevrolet,9 mi. from 21227,4.6,398 ,Good Deal,"$31,506"
97,Volkswagen,Golf, SportWagen TDI S,2015,Used,"28,710 mi.",Car Corporation of Maryland,10 mi. from 21227,4.3,98 ,Good Deal,"$21,977"
98,Honda,Civic, LX,2018,Used,"41,455 mi.",Destiny Automotive,10 mi. from 21227,4.8,3 ,Good Deal,"$21,500"
99,Jeep,Wrangler, Unlimited Sport,2017,Used,"60,184 mi.",JBA Chevrolet Mitsubishi,6 mi. from 21227,4.5,385 ,Good Deal,"$32,000"
100,Chevrolet,Tahoe, LS,2018,Used,"52,570 mi.",JBA Chevrolet Mitsubishi,6 mi. from 21227,4.5,385 ,"Great Deal | $2,350 under","$42,000"
101,Subaru,Outback, 2.5i Premium,2013,Used,"85,797 mi.",Heritage Subaru Catonsville,6 mi. from 21227,4.8,"1,140 ",Fair Deal,"$16,300"
102,Chevrolet,Suburban, LS,2018,Used,"47,463 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Great Deal | $623 under,"$43,990"
103,Toyota,RAV4, XLE,2018,Toyota Certified,"57,143 mi.",Brown's Toyota of Glen Burnie,6 mi. from 21227,4.8,"3,088 ",Good Deal,"$27,950"
104,Porsche,Boxster, Base,2013,Used,"42,129 mi.",Mercedes-Benz of Catonsville,6 mi. from 21227,4.2,412 ,Fair Deal,"$40,500"
105,Nissan,Altima, 2.5 S,2017,Used,"72,232 mi.",Ourisman Chevrolet Baltimore - Curbside pickup and home delivery available,6 mi. from 21227,3.2,43 ,Fair Deal,"$21,122"
106,Volkswagen,Atlas, 3.6L SE w/Technology,2019,Used,"60,066 mi.",Heritage Volkswagen Catonsville,6 mi. from 21227,4.8,716 ,"Great Deal | $1,075 under","$30,900"
107,RAM,1500, Express,2017,Used,"40,974 mi.",JBA Chevrolet Mitsubishi,6 mi. from 21227,4.5,385 ,Good Deal,"$29,500"
108,Ford,Explorer, XLT,2016,Used,"89,004 mi.",Bob Bell Ford Hyundai,6 mi. from 21227,4.5,618 ,Good Deal,"$25,353"
109,Ford,Explorer, XLT,2019,Used,"39,687 mi.",Koons Ford of Baltimore,7 mi. from 21227,4.8,"1,600 ","Great Deal | $1,074 under","$34,000"
110,Ford,Fusion, SE,2018,Used,"46,889 mi.",Koons Ford of Baltimore,7 mi. from 21227,4.8,"1,600 ",Good Deal,"$23,000"
111,Ford,Expedition, XLT,2020,Used,"56,942 mi.",Koons Ford of Baltimore,7 mi. from 21227,4.8,"1,600 ",Good Deal,"$53,000"
112,Ford,Mustang, EcoBoost Premium,2020,Used,"47,783 mi.",Koons Ford of Baltimore,7 mi. from 21227,4.8,"1,600 ",Good Deal,"$31,000"
113,Chevrolet,Malibu, LT,2018,Used,"93,307 mi.",Nissan Ellicott City,8 mi. from 21227,4.4,"1,102 ",Good Deal,"$17,517"
114,Ford,EcoSport, SE,2018,Used,"43,865 mi.",EchoPark Automotive Baltimore,8 mi. from 21227,4.8,"2,826 ",Great Deal | $122 under,"$18,689"
115,BMW,330, i xDrive,2018,Used,"17,587 mi.",CarMax Ellicott City - Now offering Curbside Pickup,8 mi. from 21227,4.5,8 ,Good Deal,"$33,998"
116,BMW,X1, sDrive28i,2017,Used,"63,028 mi.",CarMax Ellicott City - Now offering Curbside Pickup,8 mi. from 21227,4.5,8 ,Fair Deal,"$26,998"
117,Toyota,Tundra, SR5,2021,Used,"41,907 mi.",Norris Auto Group,10 mi. from 21227,4.6,311 ,Great Deal | $994 under,"$42,987"
118,Toyota,Highlander, Limited,2013,Used,"80,414 mi.",Norris Auto Group,10 mi. from 21227,4.6,311 ,Fair Deal,"$22,987"
119,BMW,X5, xDrive35i,2015,Used,"120,500 mi.",Bumble Auto,4 mi. from 21227,5.0,135 ,Good Deal,"$21,995"
120,Subaru,Crosstrek, Premium,2020,Used,"36,022 mi.",Wilkins Subaru,6 mi. from 21227,5.0,1 ,Good Deal,"$28,399"
121,Toyota,4Runner, SR5,2018,Toyota Certified,"39,146 mi.",Brown's Toyota of Glen Burnie,6 mi. from 21227,4.8,"3,088 ",Great Deal | $358 under,"$35,900"
122,Mercedes-Benz,E-Class, E 550,2011,Used,"77,752 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$19,990"
123,Toyota,4Runner, SR5 Premium,2019,Toyota Certified,"39,186 mi.",Brown's Toyota of Glen Burnie,6 mi. from 21227,4.8,"3,088 ","Great Deal | $1,025 under","$39,500"
124,Volkswagen,Tiguan, 2.0T SE,2018,Used,"100,446 mi.",Heritage Toyota Catonsville,6 mi. from 21227,4.6,"1,497 ",Fair Deal,"$22,500"
125,RAM,1500, Express,2018,Used,"39,737 mi.",JBA Chevrolet Mitsubishi,6 mi. from 21227,4.5,385 ,Great Deal | $520 under,"$33,995"
126,Acura,MDX, 3.5L,2019,Used,"29,500 mi.",Koons Ford of Baltimore,7 mi. from 21227,4.8,"1,600 ",Good Deal | $117 under,"$37,000"
127,Honda,Civic, EX,2015,Used,"62,651 mi.",Autoprovit,7 mi. from 21227,5.0,3 ,Great Deal | $530 under,"$16,299"
128,Ford,Fusion, SE,2018,Used,"46,819 mi.",Koons Ford of Baltimore,7 mi. from 21227,4.8,"1,600 ",Good Deal,"$20,500"
129,Toyota,Camry, LE,2017,Used,"121,011 mi.",Star Cars,7 mi. from 21227,4.4,26 ,Good Deal,"$14,999"
130,Land,Rover, Defender S,2020,Used,"22,701 mi.",Koons Ford of Baltimore,7 mi. from 21227,4.8,"1,600 ",Fair Deal,"$69,500"
131,Mazda,CX-5, Touring,2019,Used,"35,775 mi.",EchoPark Automotive Baltimore,8 mi. from 21227,4.8,"2,826 ",Good Deal,"$25,489"
132,Toyota,Tacoma, SR5,2018,Used,"49,674 mi.",CarMax Ellicott City - Now offering Curbside Pickup,8 mi. from 21227,4.5,8 ,Good Deal,"$28,998"
133,Tesla,Model, 3 Performance,2022,Used,432 mi.,Nissan Ellicott City,8 mi. from 21227,4.4,"1,102 ",Good Deal,"$75,991"
134,Hyundai,Santa, Fe SE 2.4,2019,Used,"78,448 mi.",Nissan Ellicott City,8 mi. from 21227,4.4,"1,102 ",Good Deal,"$22,327"
135,BMW,X1, xDrive28i,2018,Used,"34,761 mi.",EchoPark Automotive Baltimore,8 mi. from 21227,4.8,"2,826 ",Good Deal,"$29,369"
136,Hyundai,Santa, Fe SE 2.4,2019,Used,"84,562 mi.",Nissan Ellicott City,8 mi. from 21227,4.4,"1,102 ",Good Deal,"$22,129"
137,Subaru,WRX, Premium,2021,Used,"11,639 mi.",Apple Ford Lincoln,9 mi. from 21227,4.5,910 ,Good Deal,"$35,500"
138,Honda,Pilot, EX-L,2014,Used,"119,593 mi.",Norris Auto Group,10 mi. from 21227,4.6,311 ,Great Deal | $726 under,"$17,987"
139,Honda,Pilot, EX-L w/ Navigation,2014,Used,"144,325 mi.",Brown's Honda City,6 mi. from 21227,4.9,"2,051 ",Great Deal | $541 under,"$15,941"
140,Chevrolet,Silverado, 1500 LT,2015,Used,"65,959 mi.",JBA Chevrolet Mitsubishi,6 mi. from 21227,4.5,385 ,Good Deal,"$32,000"
141,Jeep,Compass, Sport,2018,Used,"37,815 mi.",Antwerpen Chrysler Jeep Dodge Ram,6 mi. from 21227,4.5,"1,939 ",Good Deal,"$22,931"
142,Toyota,Camry, Hybrid SE,2020,Used,"22,931 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$33,990"
143,Honda,Civic, EX,2012,Used,"85,557 mi.",Heritage Subaru Catonsville,6 mi. from 21227,4.8,"1,140 ",Fair Deal,"$14,200"
144,Lincoln,MKZ, Reserve I,2019,Used,"48,446 mi.",Mercedes-Benz of Catonsville,6 mi. from 21227,4.2,412 ,Good Deal,"$28,500"
145,GMC,Sierra, 1500 SLE,2020,Used,"34,579 mi.",JBA Chevrolet Mitsubishi,6 mi. from 21227,4.5,385 ,Good Deal | $134 under,"$42,500"
146,Land,Rover, Range Rover 5.0L Supercharged,2018,Used,"38,255 mi.",Mercedes-Benz of Catonsville,6 mi. from 21227,4.2,412 ,Good Deal,"$84,000"
147,Ford,F-150, XL,2019,Used,"14,972 mi.",Koons Ford of Baltimore,7 mi. from 21227,4.8,"1,600 ",Good Deal,"$39,000"
148,Ford,F-150, XLT,2019,Used,"40,737 mi.",Koons Ford of Baltimore,7 mi. from 21227,4.8,"1,600 ",Good Deal,"$41,500"
149,Acura,TL, Technology,2009,Used,"119,774 mi.",Star Cars,7 mi. from 21227,4.4,26 ,Fair Deal,"$12,999"
150,Acura,MDX, ,2008,Used,"121,104 mi.",Star Cars,7 mi. from 21227,4.4,26 ,"Great Deal | $4,228 under","$11,999"
151,Honda,Civic, EX,2015,Used,"94,971 mi.",Autoprovit,7 mi. from 21227,5.0,3 ,Good Deal,"$14,999"
152,Hyundai,Santa, Fe SE 2.4,2019,Used,"84,562 mi.",Nissan Ellicott City,8 mi. from 21227,4.4,"1,102 ",Good Deal,"$22,129"
153,BMW,435, i,2014,Used,"110,493 mi.",National Motors of Ellicott City,8 mi. from 21227,4.3,418 ,Great Deal | $498 under,"$19,995"
154,Toyota,Camry, XSE,2018,Used,"58,301 mi.",CarMax Ellicott City - Now offering Curbside Pickup,8 mi. from 21227,4.5,8 ,Good Deal,"$29,998"
155,Tesla,Model, Y Long Range,2020,Used,"26,933 mi.",Nissan Ellicott City,8 mi. from 21227,4.4,"1,102 ",Good Deal,"$65,699"
156,BMW,430, Gran Coupe i xDrive,2019,Used,"42,074 mi.",CarMax Ellicott City - Now offering Curbside Pickup,8 mi. from 21227,4.5,8 ,Good Deal,"$32,998"
157,Nissan,Altima, 2.5 S,2017,Used,"73,037 mi.",Car Corporation of Maryland,10 mi. from 21227,4.3,98 ,Great Deal | $766 under,"$14,977"
158,Toyota,Tacoma, SR,2019,Used,"44,551 mi.",Ourisman Chrysler Dodge Jeep Ram of Baltimore,10 mi. from 21227,4.3,98 ,Good Deal,"$35,975"
159,Porsche,911, Carrera S,2017,Used,"22,000 mi.",n/a,5 mi. from 21227,n/a,n/a,Good Deal,"$124,500"
160,Subaru,Legacy, ,2021,Used,"30,250 mi.",Heritage Subaru Catonsville,6 mi. from 21227,4.8,"1,140 ",Good Deal,"$32,000"
161,Nissan,Rogue, S,2017,Nissan Certified,"60,845 mi.",Sheehy Nissan of Glen Burnie,6 mi. from 21227,4.8,985 ,Good Deal,"$20,777"
162,Lexus,ES, 350 Base,2021,Used,"12,052 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$42,990"
163,Chevrolet,Colorado, WT,2019,Used,"43,181 mi.",JBA Chevrolet Mitsubishi,6 mi. from 21227,4.5,385 ,Great Deal | $237 under,"$26,000"
164,Nissan,Rogue, S,2017,Used,"91,501 mi.",Sheehy Nissan of Glen Burnie,6 mi. from 21227,4.8,985 ,Good Deal,"$17,237"
165,Lincoln,MKC, Standard,2019,Used,"31,355 mi.",JBA Chevrolet Mitsubishi,6 mi. from 21227,4.5,385 ,Good Deal,"$30,000"
166,Nissan,370Z, Base,2020,Nissan Certified,"37,713 mi.",Sheehy Nissan of Glen Burnie,6 mi. from 21227,4.8,985 ,Good Deal,"$33,380"
167,Chevrolet,Cruze, 1LT,2015,Used,"73,664 mi.",WILKINS BUICK-GMC,6 mi. from 21227,4.7,681 ,Good Deal,"$12,665"
168,Toyota,Tacoma, SR,2019,Used,"92,930 mi.",Heritage Toyota Catonsville,6 mi. from 21227,4.6,"1,497 ","Great Deal | $1,131 under","$25,000"
169,Chevrolet,Tahoe, LT,2020,Used,"29,529 mi.",Heritage Toyota Catonsville,6 mi. from 21227,4.6,"1,497 ","Great Deal | $3,414 under","$52,000"
170,Subaru,WRX, Limited,2020,Used,"18,497 mi.",Wilkins Subaru,6 mi. from 21227,5.0,1 ,Good Deal,"$35,596"
171,Ford,EcoSport, SE,2018,Used,"52,068 mi.",Koons Ford of Baltimore,7 mi. from 21227,4.8,"1,600 ",Good Deal,"$19,000"
172,Acura,MDX, 3.7L Technology,2013,Used,"97,198 mi.",CarMax Ellicott City - Now offering Curbside Pickup,8 mi. from 21227,4.5,8 ,Good Deal,"$23,998"
173,Lexus,ES, 350 Base,2016,Used,"54,522 mi.",CarMax Ellicott City - Now offering Curbside Pickup,8 mi. from 21227,4.5,8 ,Fair Deal,"$30,998"
174,Lexus,ES, 350 Base,2013,Used,"116,902 mi.",JBA INFINITI,8 mi. from 21227,4.7,240 ,Fair Deal,"$19,995"
175,Buick,Regal, TourX Preferred,2019,Used,"24,977 mi.",CarMax Ellicott City - Now offering Curbside Pickup,8 mi. from 21227,4.5,8 ,Great Deal | $486 under,"$28,998"
176,INFINITI,QX60, Base,2018,Used,"53,064 mi.",Rich Morton Mazda,9 mi. from 21227,4.6,736 ,Good Deal,"$33,988"
177,Chevrolet,Express, 3500 LS,2015,Used,"44,254 mi.",Car Corporation of Maryland,10 mi. from 21227,4.3,98 ,Fair Deal,"$29,995"
178,Volkswagen,Golf, GTI 2.0T S 4-Door,2018,Used,"86,723 mi.",Antwerpen Volkswagen,10 mi. from 21227,4.3,401 ,Good Deal,"$23,000"
179,Toyota,Highlander, XSE,2021,Used,"13,435 mi.",JBA Chevrolet Mitsubishi,6 mi. from 21227,4.5,385 ,Good Deal,"$47,250"
180,Chevrolet,Equinox, 1LT,2019,Used,"16,500 mi.",Heritage Volkswagen Catonsville,6 mi. from 21227,4.8,716 ,"Great Deal | $1,041 under","$24,750"
181,Ford,Transit-250, 148 WB Medium Roof Cargo,2019,Used,"46,022 mi.",Bob Bell Ford Hyundai,6 mi. from 21227,4.5,618 ,Good Deal,"$43,600"
182,Toyota,Corolla, Hatchback SE,2019,Used,"14,873 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Great Deal | $269 under,"$23,990"
183,BMW,340, Gran Turismo i xDrive,2017,Used,"45,248 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Home Delivery,"$33,990"
184,Mazda,CX-3, Sport,2021,Used,"25,642 mi.",Antwerpen Hyundai of Baltimore,6 mi. from 21227,4.6,"3,023 ",Good Deal,"$26,500"
185,Mitsubishi,Mirage, DE,2014,Used,"85,770 mi.",JBA Chevrolet Mitsubishi,6 mi. from 21227,4.5,385 ,Good Deal,"$9,500"
186,Volkswagen,Tiguan, 2.0T SE,2018,Used,"70,751 mi.",Heritage Volkswagen Catonsville,6 mi. from 21227,4.8,716 ,Good Deal,"$22,277"
187,Ford,F-150, XLT,2019,Used,"45,873 mi.",Koons Ford of Baltimore,7 mi. from 21227,4.8,"1,600 ",Good Deal,"$39,500"
188,Ford,Fiesta, SE,2019,Used,"55,456 mi.",Koons Ford of Baltimore,7 mi. from 21227,4.8,"1,600 ",Good Deal,"$16,000"
189,BMW,428, i SULEV,2016,Used,"67,159 mi.",Auto Leader,8 mi. from 21227,4.6,145 ,Fair Deal,"$29,488"
190,Chevrolet,Trax, LS,2019,Used,"30,628 mi.",CarMax Ellicott City - Now offering Curbside Pickup,8 mi. from 21227,4.5,8 ,Good Deal,"$19,998"
191,Hyundai,Elantra, SE,2019,Used,"91,022 mi.",Nissan Ellicott City,8 mi. from 21227,4.4,"1,102 ",Good Deal,"$17,165"
192,Chevrolet,Spark, 1LT,2020,Used,"41,648 mi.",CarMax Ellicott City - Now offering Curbside Pickup,8 mi. from 21227,4.5,8 ,Good Deal,"$17,998"
193,Volvo,XC60, T5 Momentum,2019,Used,"35,387 mi.",EchoPark Automotive Baltimore,8 mi. from 21227,4.8,"2,826 ",Good Deal,"$34,749"
194,Chrysler,Pacifica, Touring-L Plus,2017,Used,"50,431 mi.",CarMax Ellicott City - Now offering Curbside Pickup,8 mi. from 21227,4.5,8 ,Good Deal,"$30,998"
195,Chevrolet,Corvette, Stingray Z51,2016,Used,"21,393 mi.",Apple Ford Lincoln,9 mi. from 21227,4.5,910 ,Good Deal,"$56,000"
196,Ford,F-250, XLT,2017,Ford Certified,"43,500 mi.",Apple Ford Lincoln,9 mi. from 21227,4.5,910 ,Good Deal,"$42,500"
197,Ford,Escape, SE,2020,Used,"20,450 mi.",Norris Auto Group,10 mi. from 21227,4.6,311 ,Great Deal | $290 under,"$24,749"
198,Nissan,Maxima, 3.5 S,2016,Used,"99,892 mi.",Priceless of Odenton,10 mi. from 21227,n/a,0 ,Good Deal,"$17,988"
199,Ford,F-150, XLT,2018,Used,"68,986 mi.",Heritage Subaru Catonsville,6 mi. from 21227,4.8,"1,140 ",Good Deal | $108 under,"$33,600"
200,Subaru,WRX, Base,2020,Used,"23,674 mi.",Heritage Subaru Catonsville,6 mi. from 21227,4.8,"1,140 ","Great Deal | $1,062 under","$30,179"
201,Honda,Pilot, Black Edition,2020,Used,"28,026 mi.",Tate Used Cars,6 mi. from 21227,4.0,13 ,Good Deal,"$44,900"
202,Honda,Accord, Sport SE,2017,Used,"64,326 mi.",Heritage Volkswagen Catonsville,6 mi. from 21227,4.8,716 ,Good Deal,"$21,600"
203,Volkswagen,Tiguan, 2.0T SE,2018,Used,"76,971 mi.",Heritage Volkswagen Catonsville,6 mi. from 21227,4.8,716 ,Good Deal,"$22,900"
204,Toyota,Corolla, LE,2018,Used,"68,474 mi.",Autoprovit,7 mi. from 21227,5.0,3 ,Great Deal | $642 under,"$16,999"
205,Dodge,Charger, GT,2019,Used,"62,093 mi.",Koons Ford of Baltimore,7 mi. from 21227,4.8,"1,600 ",Good Deal,"$29,500"
206,Honda,CR-V, EX,2014,Used,"92,076 mi.",Koons Ford of Baltimore,7 mi. from 21227,4.8,"1,600 ",Fair Deal,"$18,000"
207,Ford,Explorer, XLT,2018,Used,"27,933 mi.",Koons Ford of Baltimore,7 mi. from 21227,4.8,"1,600 ",Good Deal,"$33,000"
208,Ford,F-150, XLT,2019,Used,"22,721 mi.",Koons Ford of Baltimore,7 mi. from 21227,4.8,"1,600 ",Good Deal,"$40,000"
209,Lexus,RX, 350 Base,2012,Used,"99,425 mi.",LF Autos,7 mi. from 21227,4.8,75 ,Fair Deal,"$18,990"
210,Toyota,Camry, XLE,2012,Used,"54,513 mi.",Autoprovit,7 mi. from 21227,5.0,3 ,Great Deal | $284 under,"$15,199"
211,Chrysler,Pacifica, Touring-L Plus,2017,Used,"50,431 mi.",CarMax Ellicott City - Now offering Curbside Pickup,8 mi. from 21227,4.5,8 ,Good Deal,"$30,998"
212,RAM,1500, Big Horn,2019,Used,"37,440 mi.",EchoPark Automotive Baltimore,8 mi. from 21227,4.8,"2,826 ","Great Deal | $1,583 under","$34,789"
213,Chevrolet,Malibu, LT,2018,Used,"75,084 mi.",Nissan Ellicott City,8 mi. from 21227,4.4,"1,102 ",Good Deal,"$18,676"
